image,counts,directory,species,genus,genus_counts,genus_counts_sum,iucn_status,new_idx
tiny_plantnet300k/676/d1ad7b562ed6207c6e7299cca3d0928f0c978454.jpg,22,676,Anthurium scherzerianum Schott,Anthurium,12,2404,Not assessed,500
tiny_plantnet300k/386/77cc1e1ec9036139fcca732c88bf891f58f586ed.jpg,21,386,Epipactis muelleri Godfery,Epipactis,9,1614,LC,501
tiny_plantnet300k/429/126f8cb26722b73da0ee2588abb0a1b43f360782.jpg,21,429,Lupinus x regalis Bergmans,Lupinus,20,3194,Not assessed,502
tiny_plantnet300k/128/a7894010f87218eec0091ad29c3355e7e76d493a.jpg,21,128,Papaver atlanticum (Ball) Coss.,Papaver,7,7858,Not assessed,503
tiny_plantnet300k/389/4caa4a06b3cc477ec635df3646bf7a31d25b3497.jpg,21,389,Epipactis purpurata Sm.,Epipactis,9,1614,LC,504
tiny_plantnet300k/755/2ef651df474b1feb8eb7c9859f68d89dcb905fe7.jpg,21,755,Wyethia sagittata (Pursh) Mabb.,Wyethia,1,21,Not assessed,505
tiny_plantnet300k/974/e5af0431e8b06254ec1c63855f4be84178e1b4b1.jpg,21,974,Peperomia clusiifolia (Jacq.) Hook.,Peperomia,20,2134,Not assessed,506
tiny_plantnet300k/716/7e8ac47f990f0532755cdc8ac555fbf0c331fe63.jpg,21,716,Hypericum prolificum L.,Hypericum,37,11946,Not assessed,507
tiny_plantnet300k/284/dde8e04a55480eaeae7ad265bbcb931b2dd420df.jpg,21,284,Aspilia mossambicensis (Oliv.) Wild,Aspilia,2,25,Not assessed,508
tiny_plantnet300k/847/a9619158753e55ba771147bdf5a6fe2ebb3f74c5.jpg,21,847,Herbertia lahue (Molina) Goldblatt,Herbertia,1,21,Not assessed,509
tiny_plantnet300k/266/5b53837821c14593f841ee0875f83a284304068c.jpg,21,266,Vachellia drepanolobium (Harms ex Y.Sjöstedt) P.J.H.Hurter,Vachellia,11,123,LC,510
tiny_plantnet300k/90/e362c350463350fc27518256f6c4938ecac9c982.jpg,21,90,Vachellia seyal (Delile) P.J.H.Hurter,Vachellia,11,123,LC,511
tiny_plantnet300k/63/54a148a1b29c12af89bb9ea3ea00b554c0ae6236.jpg,21,63,Fibigia clypeata (L.) Medik.,Fibigia,1,21,Not assessed,512
tiny_plantnet300k/653/da1f7c3017956206a25d9a111cdbfe35cc94e938.jpg,21,653,Phyllanthus emblica L.,Phyllanthus,13,352,LC,513
tiny_plantnet300k/250/48303a7b354ba8e6d158a764acdbb98a3055d1d3.jpg,21,250,Harpachne schimperi Hochst. ex A.Rich.,Harpachne,1,21,Not assessed,514
tiny_plantnet300k/918/e91c082be3a9ff00d2d2253d939e078c2d144882.jpg,21,918,Cereus forbesii C.F.Först.,Cereus,6,472,Not assessed,515
tiny_plantnet300k/304/409e023cbef7a07ecfd2d1f81de49f433541893c.jpg,21,304,Acacia mangium Willd.,Acacia,20,1893,LC,516
tiny_plantnet300k/85/3876b7e042af4d6ef3cea2c5046e93dbbbb3df25.jpg,21,85,Lavandula canariensis Mill.,Lavandula,10,5453,Not assessed,517
tiny_plantnet300k/759/269ae2ed628a10ea35a7d6c0274b376b1f746d40.jpg,20,759,Cerbera manghas L.,Cerbera,1,20,LC,518
tiny_plantnet300k/194/d20a4269265e0542d46dfda93a3d42d4a564323d.jpg,20,194,Cenchrus purpureus (Schumach.) Morrone,Cenchrus,7,430,LC,519
tiny_plantnet300k/351/f08596915186e373e8dfe87353f79cefa0e035cf.jpg,20,351,Chaerophyllum villarsii W.D.J.Koch,Chaerophyllum,7,1176,Not assessed,520
tiny_plantnet300k/49/9ac1ab20ce1a1fbb8f27d9db7e46292702a6c80c.jpg,20,49,Sedum andegavense (DC.) Desv.,Sedum,49,10171,Not assessed,521
tiny_plantnet300k/789/7a3453bf2157d5e449d843d945e0718ec9b2a06f.jpg,19,789,Oxydendrum arboreum (L.) DC.,Oxydendrum,1,19,LC,522
tiny_plantnet300k/216/8f77305f533e553cbab041527685a363c7202c77.jpg,19,216,Crotalaria juncea L.,Crotalaria,13,204,Not assessed,523
tiny_plantnet300k/993/32760c23ec7ce5a4221d6458b16bf10324c7fdc4.jpg,19,993,Cyphostemma serpens (Hochst. ex A.Rich.) Desc.,Cyphostemma,3,34,LC,524
tiny_plantnet300k/838/4d2f2f235790517dedb8d86706da901a561632ec.jpg,19,838,Crotalaria laburnifolia L.,Crotalaria,13,204,Not assessed,525
tiny_plantnet300k/693/9a398220686f313d1de57646186c7ddfc79e99a5.jpg,19,693,Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia,1,19,Not assessed,526
tiny_plantnet300k/251/a0f820cde0b9261a6ed5366aa61241eafc059864.jpg,19,251,Cedrela odorata L.,Cedrela,2,21,VU,527
tiny_plantnet300k/979/a8be3b7f12fdb979697f1a4157f3980c24792ade.jpg,19,979,Peperomia pecuniifolia Trel. & Standl.,Peperomia,20,2134,Not assessed,528
tiny_plantnet300k/919/a5fe5ddc8f054d9008ed3367a4927cbf1b41be6d.jpg,19,919,Cereus hildmannianus (F.Ritter ex R.Kiesling) N.P.Taylor,Cereus,6,472,Not assessed,529
tiny_plantnet300k/856/fdc49f329d62381367089e75877ec3983c5b8fcc.jpg,18,856,Lupinus texensis Hook.,Lupinus,20,3194,LC,530
tiny_plantnet300k/501/a32df52fece584a648915a9a5e52578a5cfa4134.jpg,18,501,Thesium alpinum L.,Thesium,4,65,Not assessed,531
tiny_plantnet300k/44/15dfddf68d27172627def54264535dd6ea29a1cd.jpg,18,44,Lactuca tenerrima Pourr.,Lactuca,11,5511,LC,532
tiny_plantnet300k/890/526de6439a7dfa67b659e34a79ab91cee67aecd6.jpg,18,890,Cirsium horridulum Michx.,Cirsium,23,11272,Not assessed,533
tiny_plantnet300k/751/8ec89f25c96a815be40d06acb17585b19d85e19d.jpg,18,751,Smilax herbacea L.,Smilax,10,1461,Not assessed,534
tiny_plantnet300k/650/a998fd0789787ab64a7cf804e502013d57f1e734.jpg,18,650,Paederia foetida L.,Paederia,1,18,Not assessed,535
tiny_plantnet300k/384/dd7f2146c3429e684dc4884a271e8455a87d08d5.jpg,18,384,Epipactis leptochila (Godfery) Godfery,Epipactis,9,1614,LC,536
tiny_plantnet300k/564/596fae683949b0e837616a31fb680f12a7323bae.jpg,18,564,Alcea setosa (Boiss.) Alef.,Alcea,3,4368,Not assessed,537
tiny_plantnet300k/189/068679bafd6dbc0119c5c971b69345db2e7b2fdd.jpg,17,189,Tuberaria lignosa (Sweet) Samp.,Tuberaria,1,17,Not assessed,538
tiny_plantnet300k/177/9159aad5bea2affd6e2107cbaf054eda298d560f.jpg,17,177,Wigandia urens (Ruiz & Pav.) Kunth,Wigandia,1,17,Not assessed,539
tiny_plantnet300k/700/2d2996cbb1591a73e4e04bbc6a06ee03f31b3d12.jpg,17,700,Zamia pumila L.,Zamia,2,70,VU,540
tiny_plantnet300k/287/cb1f29e6ee1ed40f64ce0236425eaf3f7ce73c67.jpg,17,287,Montanoa hibiscifolia Benth.,Montanoa,1,17,Not assessed,541
tiny_plantnet300k/717/5aa0e84260a1b601978dccf4b23dd35f1af4d630.jpg,16,717,Hypericum punctatum Lam.,Hypericum,37,11946,Not assessed,542
tiny_plantnet300k/802/1dc107dcc97ff37b9e414489ac870772c692c416.jpg,16,802,Dendrobium spp.,Dendrobium,12,642,Not assessed,543
tiny_plantnet300k/660/ce5ea35d9c0b6505077663ac42665c991b838de2.jpg,16,660,Seriphium passerinoides Lam.,Seriphium,1,16,Not assessed,544
tiny_plantnet300k/156/04d29348ee4e3b1c2a750885a0a5f58fc5b4dc67.jpg,16,156,Leersia oryzoides (L.) Sw.,Leersia,2,18,LC,545
tiny_plantnet300k/740/72c6519f873a1134d758e4f231bbdfc1c778b09b.jpg,16,740,Osmundastrum cinnamomeum (L.) C.Presl,Osmundastrum,1,16,Not assessed,546
tiny_plantnet300k/619/68c8831ba773bb82697d7375a566a894ed44cb43.jpg,16,619,Cucumis melo L.,Cucumis,1,16,Not assessed,547
tiny_plantnet300k/785/6d29633590399aafbe4b728fb390a278ebe29529.jpg,16,785,Eucryphia cordifolia Cav.,Eucryphia,1,16,LR/nt,548
tiny_plantnet300k/784/c74e0b741576a677fc0f4943fbd55bc1ddfdb31d.jpg,16,784,Cucurbita foetidissima Kunth,Cucurbita,5,2675,LC,549
tiny_plantnet300k/466/6dbe91da14f1ecf25fcf43d2f6959c3b400758de.jpg,16,466,Pulsatilla halleri (All.) Willd.,Pulsatilla,8,2316,LC,550
tiny_plantnet300k/646/40046a2eed404632521a36c1a80e02b96c5bec55.jpg,16,646,Leonotis nepetifolia (L.) R.Br.,Leonotis,1,16,Not assessed,551
tiny_plantnet300k/70/1f5376ebddbb0dc200b222afe5fd964ba614ccda.jpg,16,70,Hypericum canariense L.,Hypericum,37,11946,LC,552
tiny_plantnet300k/753/1860e273f3b16b1e786eaf2651dc12976cea652d.jpg,16,753,Tradescantia occidentalis (Britton) Smyth,Tradescantia,12,7631,LC,553
tiny_plantnet300k/707/a610449466987bb08fc5a2846cd69b0659112232.jpg,16,707,Comptonia peregrina (L.) Coult.,Comptonia,1,16,Not assessed,554
tiny_plantnet300k/213/17042c53078431621bc2a67d911946b5c8125044.jpg,15,213,Phalaris minor Retz.,Phalaris,6,696,Not assessed,555
tiny_plantnet300k/710/738b2af661ef2102b8748844939f0034320fc2c2.jpg,15,710,Daucus pusillus Michx.,Daucus,3,7227,LC,556
tiny_plantnet300k/806/e1cb96e3883851893939667d23d2f60fc948e509.jpg,15,806,Veronica x franciscana Eastw.,Veronica,5,727,Not assessed,557
tiny_plantnet300k/652/e0dcbc9c7b480ba7b92bf13d31622ff6fb5537d2.jpg,15,652,Antirhea borbonica J.F.Gmel.,Antirhea,1,15,LC,558
tiny_plantnet300k/221/c202ea2f501ea8794b40a6c54bdee9c0e1faa19b.jpg,15,221,Trifolium alexandrinum L.,Trifolium,39,14622,,559
tiny_plantnet300k/877/6dfa3941f032f8ed7afa5dac967a8c6ab897381e.jpg,15,877,Tagetes lemmonii A.Gray,Tagetes,6,3523,Not assessed,560
tiny_plantnet300k/663/ad1718c7b78e250adb494799e6783db09456f03b.jpg,15,663,Vangueria madagascariensis J.F.Gmel.,Vangueria,1,15,LC,561
tiny_plantnet300k/600/719e08081424cbd4106201cbf4af240ab95c531d.jpg,15,600,Nymphoides indica (L.) Kuntze,Nymphoides,2,87,LC,562
tiny_plantnet300k/160/4d7e6301dba6c1185c02336b93556ead06c52b3a.jpg,15,160,Neotinea maculata (Desf.) Stearn,Neotinea,5,540,LC,563
tiny_plantnet300k/327/c1063e816966ea87e36150bc133ee7d699b15458.jpg,15,327,Pyracantha koidzumii (Hayata) Rehder,Pyracantha,3,3318,EN,564
tiny_plantnet300k/265/3189636ab4646325a8d3f8611a984aaadeeb335d.jpg,15,265,Vachellia xanthophloea (Benth.) Banfi & Galasso,Vachellia,11,123,LC,565
tiny_plantnet300k/487/7a601c65495405da9c45acaceb8c506d2f4bc1ad.jpg,15,487,Sagittaria graminea Michx.,Sagittaria,5,179,LC,566
tiny_plantnet300k/297/2c01a89103cde2b714c25d7fc85fac63ceee4554.jpg,15,297,Guaiacum officinale L.,Guaiacum,2,23,EN,567
tiny_plantnet300k/482/e610f5d96ad5ed575ca588400850c8d2073b12d6.jpg,15,482,Sasa palmata (Burb.) E.G.Camus,Sasa,1,15,Not assessed,568
tiny_plantnet300k/722/38177d3f4c11442e2773618064c18fb5d557206d.jpg,15,722,Lactuca biennis (Moench) Fernald,Lactuca,11,5511,Not assessed,569
tiny_plantnet300k/694/cfb20bbf471161ecdd5bb1a506989afe448b411c.jpg,15,694,Nymphaea ampla (Salisb.) DC.,Nymphaea,9,1152,Not assessed,570
tiny_plantnet300k/727/8974baadfeda95bba531e7e5d31069c559edee3c.jpg,15,727,Lupinus bicolor Lindl.,Lupinus,20,3194,Not assessed,571
tiny_plantnet300k/897/7f14a6b24d0d4b3adf0e5edc336f2ed258ad9ad7.jpg,15,897,Hackelia velutina (Piper) I.M.Johnst.,Hackelia,1,15,Not assessed,572
tiny_plantnet300k/357/ef8fcf5f056c3afa3d678ec1ffca7dc0b98e4c60.jpg,15,357,"Lophiolepis ferox (L.) Del Guacchio, Bureš, Iamonico & P.Caputo",Lophiolepis,3,804,Not assessed,573
tiny_plantnet300k/269/368bc6da477c859ce69c17efb58c6ee182ddcb23.jpg,15,269,Gomphocarpus integer (N.E.Br.) Bullock,Gomphocarpus,3,298,Not assessed,574
tiny_plantnet300k/901/d81b7c84e4359221a448a90f4afe0aef9f56f2c6.jpg,15,901,Lithops olivacea L.Bolus,Lithops,7,238,Not assessed,575
tiny_plantnet300k/80/8f184b0a77396ca97b2540c54d26bc7ed68ea634.jpg,15,80,Lamium bifidum Cirillo,Lamium,10,12379,Not assessed,576
tiny_plantnet300k/808/ea91bb8f76a4ea725b7362c723639f80f5a51625.jpg,15,808,Pulsatilla patens (L.) Mill.,Pulsatilla,8,2316,DD,577
tiny_plantnet300k/12/6df40177d1fbf3fa50640cfca48e36cb893b847d.jpg,15,12,Elodea densa (Planch.) Casp.,Elodea,2,38,Not assessed,578
tiny_plantnet300k/703/74128c4346c43ce3c9d4f81a7a8b7d14a7041d30.jpg,15,703,Cirsium discolor (Muhl. ex Willd.) Spreng.,Cirsium,23,11272,Not assessed,579
tiny_plantnet300k/136/8cc16d874e65304a564026dfc733f4804b43072f.jpg,15,136,Anemone palmata L.,Anemone,6,1106,Not assessed,580
tiny_plantnet300k/150/5d7cdb4cdf16d666463712404497d6d2122c9e7a.jpg,15,150,Valeriana cornucopiae L.,Valeriana,6,5645,Not assessed,581
tiny_plantnet300k/385/c21cb9470702eba288d4d2dec48e16d915bc353a.jpg,15,385,Epipactis microphylla (Ehrh.) Sw.,Epipactis,9,1614,NT,582
tiny_plantnet300k/907/7b0cef93349d4dfd7fd98ff877a89c7ea5c2ea82.jpg,14,907,Alocasia lauterbachiana (Engl.) A.Hay,Alocasia,12,1020,Not assessed,583
tiny_plantnet300k/867/0f8a37e317537593962839fc3f18c9e26124480e.jpg,14,867,Sedum glaucophyllum R.T.Clausen,Sedum,49,10171,Not assessed,584
tiny_plantnet300k/381/c7a60f4f14317c935c64f6d2af956ff350d4176e.jpg,14,381,Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.,Dryopteris,15,1346,LC,585
tiny_plantnet300k/479/882fa137d50e113fd83ce892dee04e9b0085c3ce.jpg,14,479,Angelica razulii Gouan,Angelica,6,2067,Not assessed,586
tiny_plantnet300k/236/e61f42655745b88e3f23e4ee2183e8ff1086c18c.jpg,14,236,Ranunculus minimus (L.) E.H.L.Krause,Ranunculus,1,14,Not assessed,587
tiny_plantnet300k/286/4e636d1cacf3413dcaede6eba7817868ae80e5b0.jpg,14,286,Schkuhria pinnata (Lam.) Kuntze ex Thell.,Schkuhria,1,14,Not assessed,588
tiny_plantnet300k/157/e3b4a4654574aa425b094989b7a930e748b55b67.jpg,14,157,Phalaris coerulescens Desf.,Phalaris,6,696,LC,589
tiny_plantnet300k/905/641456ed404cebfedc14911d3fd6f6615cddb620.jpg,14,905,Trachelospermum asiaticum (Siebold & Zucc.) Nakai,Trachelospermum,2,1966,Not assessed,590
tiny_plantnet300k/737/04af94a5743ca67e3c99f1882c43042f219a1251.jpg,14,737,Nymphaea mexicana Zucc.,Nymphaea,9,1152,Not assessed,591
tiny_plantnet300k/324/d0a85a9be8889b7ec152e33449905e7d9ca63352.jpg,14,324,Hypericum balearicum L.,Hypericum,37,11946,LC,592
tiny_plantnet300k/380/1931456363681b86b2d2c89270049a39a93799b8.jpg,14,380,Dryopteris expansa (C.Presl) Fraser-Jenk. & Jermy,Dryopteris,15,1346,LC,593
tiny_plantnet300k/470/d981fd6162ac29fadca73c6d4248d194d118ffcb.jpg,14,470,Pulsatilla montana (Hoppe) Rchb.,Pulsatilla,8,2316,Not assessed,594
tiny_plantnet300k/254/9b3ad12d77676dbe30094ca88babdaeb4ab03731.jpg,14,254,Neltuma juliflora (Sw.) Raf.,Neltuma,4,55,LC,595
tiny_plantnet300k/613/7f03079fe40a6f911d794ceba46db0427cdd2e63.jpg,14,613,Urera baccifera (L.) Gaudich. ex Wedd.,Urera,1,14,LC,596
tiny_plantnet300k/5/e6825e948d24df2469b891b7b922e008584b98a6.jpg,14,5,Pelargonium odoratissimum (L.) L'Hér.,Pelargonium,18,6170,Not assessed,597
tiny_plantnet300k/752/1b2f60b5701d5ea84997df5d1bfdf9c639699ddb.jpg,13,752,Smilax tamnoides L.,Smilax,10,1461,Not assessed,598
tiny_plantnet300k/18/a9fdcd9f5cc77c24cd4420ed36306245e4cedb16.jpg,13,18,Striga asiatica (L.) Kuntze,Striga,1,13,Not assessed,599
tiny_plantnet300k/686/268fa34a9b8ced8bafb738a129503eb383a13b79.jpg,13,686,Dendrobium crumenatum Sw.,Dendrobium,12,642,Not assessed,600
tiny_plantnet300k/561/fbb908f60b24be4e801c78f8d04c1dfe0f1e0b48.jpg,13,561,Dryopteris fragrans (L.) Schott,Dryopteris,15,1346,LC,601
tiny_plantnet300k/79/785508bb08edb575e56bb1bfcba36be7712b13cf.jpg,13,79,Hypericum tomentosum L.,Hypericum,37,11946,Not assessed,602
tiny_plantnet300k/510/92ed5f3b777e0d206bbc9d83af2aa9db2a4318f6.jpg,13,510,Viscaria alpina (L.) G.Don,Viscaria,2,145,Not assessed,603
tiny_plantnet300k/449/61aae8ec9aa2368f2b6bdd2cbd3e453c86796cdc.jpg,13,449,Ophrys x flavicans Vis.,Ophrys,23,3652,Not assessed,604
tiny_plantnet300k/556/c0daeeeb5073b3a8a6f0212e5c197ade71423acb.jpg,13,556,Lupinus nootkatensis Donn ex Sims,Lupinus,20,3194,LC,605
tiny_plantnet300k/537/827435641e6ce447d5adc6559e1697c0dcb338e9.jpg,13,537,Fragaria virginiana nan,Fragaria,7,4540,Not assessed,606
tiny_plantnet300k/900/7f549bb1b20b9d6bbc51204d5e22dff9b4a1c30c.jpg,12,900,Lithops aucampiae L.Bolus,Lithops,7,238,Not assessed,607
tiny_plantnet300k/829/80037709a34fc7751ee3f53f70871e14a36fa024.jpg,12,829,Maytenus boaria Molina,Maytenus,2,18,LC,608
tiny_plantnet300k/949/547e2994b2018b55ee77f856f5bd48ddbd82e330.jpg,12,949,Acalypha macrostachya Jacq.,Acalypha,8,629,LC,609
tiny_plantnet300k/283/6e911b935ffafbcccf9a577a0229b9422d504f5f.jpg,12,283,Gynura procumbens (Lour.) Merr.,Gynura,2,151,Not assessed,610
tiny_plantnet300k/699/9a04b43269d21faef1f5797489f560d9ff80a6de.jpg,12,699,Selenicereus grandiflorus (L.) Britton & Rose,Selenicereus,2,197,LC,611
tiny_plantnet300k/865/035eda36329e1e1a4e9bfbabad298840963efaae.jpg,12,865,Sagittaria montevidensis Cham. & Schltdl.,Sagittaria,5,179,Not assessed,612
tiny_plantnet300k/274/68e1a11d18ff1b236a2271edddfdfe1b82d804e4.jpg,12,274,Conostomium quadrangulare (Rendle) Cufod.,Conostomium,2,19,Not assessed,613
tiny_plantnet300k/465/827fd4b9d9d98083da07f717f749fa07db18938a.jpg,12,465,Oreomecon alpina nan,Oreomecon,4,403,Not assessed,614
tiny_plantnet300k/771/8d1333abe0bdec27813bd879d06779c8e11f6c1f.jpg,12,771,Athyrium niponicum (Mett.) Hance,Athyrium,1,12,Not assessed,615
tiny_plantnet300k/767/3105400c2c39013de8d66ab6a7a11294e79d4f59.jpg,12,767,Dendrobium closterium Rchb.f.,Dendrobium,12,642,LC,616
tiny_plantnet300k/840/8e48f9bd34eb8b9cd1777d8aafd56fbdfe4b4c71.jpg,12,840,Dischidia nummularia R.Br.,Dischidia,2,17,Not assessed,617
tiny_plantnet300k/367/4fca7249f0899fcb14b6c44833afee7e476f069d.jpg,11,367,Cymbalaria aequitriloba (Viv.) A.Chev.,Cymbalaria,3,2721,Not assessed,618
tiny_plantnet300k/902/9ef0e5d3459c0bf56d5ad5e9dc400c7805e0d1dd.jpg,11,902,Cyrtanthus elatus (Jacq.) Traub,Cyrtanthus,1,11,Not assessed,619
tiny_plantnet300k/75/e1ee1ba4ecfac367f6dc59fb4d7103a6137f7040.jpg,11,75,Hypericum linariifolium Vahl,Hypericum,37,11946,Not assessed,620
tiny_plantnet300k/701/c6f6b89fca634cd84c16468a2f082d701e828efc.jpg,11,701,Acalypha alopecuroidea Jacq.,Acalypha,8,629,Not assessed,621
tiny_plantnet300k/966/5debfa0dca119ed36d145c7a5815392fa4d040c7.jpg,11,966,Dendrobium anosmum Lindl.,Dendrobium,12,642,Not assessed,622
tiny_plantnet300k/507/0de058f61136aadeb981c44c1c66248aa4bd5eed.jpg,11,507,Trifolium pallescens Schreb.,Trifolium,39,14622,Not assessed,623
tiny_plantnet300k/657/ebabc5855656b17704a8389d923c8b429d82bb8c.jpg,11,657,Acacia podalyriifolia A.Cunn. ex G.Don,Acacia,20,1893,LC,624
tiny_plantnet300k/626/5eabad1f4ad1880752ea598338ba6cc6b0e8e2ec.jpg,11,626,Crotalaria incana L.,Crotalaria,13,204,Not assessed,625
tiny_plantnet300k/655/a0408712e093d8147ddf9d54982a05421fcd1ef4.jpg,11,655,Phyllanthus phillyreifolius Poir.,Phyllanthus,13,352,Not assessed,626
tiny_plantnet300k/888/2430356fd22e43d2d11ac60cfe1787de2f3ee8d1.jpg,11,888,Chaerophyllum tainturieri Hook. & Arn.,Chaerophyllum,7,1176,Not assessed,627
tiny_plantnet300k/952/9302540bbd0d9c6f0b3a319fe92e2ce63088262d.jpg,10,952,Pelargonium tomentosum Jacq.,Pelargonium,18,6170,Not assessed,628
tiny_plantnet300k/162/705223a1513914c90621085d483e648a7164aaa1.jpg,10,162,Ophrys bombyliflora Link,Ophrys,23,3652,LC,629
tiny_plantnet300k/415/87cfacf63a986df8903aa58732f27a30efe447d5.jpg,10,415,Cyclachaena xanthiifolia (Nutt.) Fresen.,Cyclachaena,1,10,Not assessed,630
tiny_plantnet300k/302/be1717321bc4c83c4d96b766868c605e7a4633f9.jpg,10,302,Mecardonia procumbens (Mill.) Small,Mecardonia,1,10,Not assessed,631
tiny_plantnet300k/168/887dec9968b023e4c88ac3156675da2e976eafa6.jpg,10,168,Groenlandia densa (L.) Fourr.,Groenlandia,1,10,LC,632
tiny_plantnet300k/205/194666ec5ff31a007edc6bc7fd2273a457fa6fa2.jpg,10,205,Aizoon canariense L.,Aizoon,1,10,Not assessed,633
tiny_plantnet300k/874/c827b2848aea88fdb9722d06ff4ec17820c2a00a.jpg,10,874,Smilax glauca Walter,Smilax,10,1461,Not assessed,634
tiny_plantnet300k/275/210bbad9c11f208639df3c6e9a3bdbb86c13eaac.jpg,10,275,Mussaenda frondosa L.,Mussaenda,5,269,LC,635
tiny_plantnet300k/539/bf481bcbbf9157f3c919c6624317abeee12b53a9.jpg,10,539,Sagittaria lancifolia L.,Sagittaria,5,179,Not assessed,636
tiny_plantnet300k/252/9864459328591870506ff001298ba2d3a5bf58e9.jpg,10,252,Aeschynomene americana L.,Aeschynomene,1,10,Not assessed,637
tiny_plantnet300k/775/94f3d241fc783b160d33227212f540f9bb6f9ac6.jpg,10,775,Lithops marmorata (N.E.Br.) N.E.Br.,Lithops,7,238,Not assessed,638
tiny_plantnet300k/101/8f6420ade3916198fdcb2cd348c0464f10f307f4.jpg,10,101,Trifolium cherleri L.,Trifolium,39,14622,Not assessed,639
tiny_plantnet300k/804/80f1cd47e7361e2084a9126f84ea6a9ace4adf0b.jpg,10,804,Lapageria rosea Ruiz & Pav.,Lapageria,1,10,Not assessed,640
tiny_plantnet300k/82/60fe6025b6feddded3f1e9279b0bd9315c40eda9.jpg,10,82,Lamium garganicum L.,Lamium,10,12379,Not assessed,641
tiny_plantnet300k/757/1e167b68edff16e869dda9cb3911a395db3a5cf0.jpg,10,757,Calochortus macrocarpus Douglas,Calochortus,7,31,Not assessed,642
tiny_plantnet300k/593/c632460b8a2e36783e9bbc2a340dc7fbddd56d28.jpg,10,593,Xylopia nitida Dunal,Xylopia,4,24,LC,643
tiny_plantnet300k/567/a9c1649f527df5c4a98895736bba5ebaa382f288.jpg,10,567,Daphne sericea Vahl,Daphne,10,2466,Not assessed,644
tiny_plantnet300k/353/dc2bdfff57f0cb51d4ed5447276a8f4d5aa429e3.jpg,10,353,Cirsium canum (L.) All.,Cirsium,23,11272,Not assessed,645
tiny_plantnet300k/96/456d1f968aa2816ca3b1ea8224eacb12808d6126.jpg,10,96,Melilotus sulcatus Desf.,Melilotus,7,2830,Not assessed,646
tiny_plantnet300k/951/ed27ed1adeef37d05b0de870029bbbcd32aa9e44.jpg,9,951,Pelargonium sidoides DC.,Pelargonium,18,6170,LC,647
tiny_plantnet300k/818/61fa7510f276ca2bab20305d5214e3214462284b.jpg,9,818,Daphne tangutica Maxim.,Daphne,10,2466,Not assessed,648
tiny_plantnet300k/953/e645bccb9a59e2c616650a7dcf72c0d4cd83e09d.jpg,9,953,Senegalia brevispica (Harms) Seigler & Ebinger,Senegalia,4,39,LC,649
tiny_plantnet300k/23/8fff31cef6cb792048b139755d3b59f40fd7a13d.jpg,9,23,Dryopteris aemula (Aiton) Kuntze,Dryopteris,15,1346,LC,650
tiny_plantnet300k/396/dc86155591b9c0ddf184f7f9bba1a5aa7e4e43e3.jpg,9,396,Galega orientalis Lam.,Galega,2,437,Not assessed,651
tiny_plantnet300k/917/e3b818b5c5a6c1d6a4a711cf68b916dbba6bc003.jpg,9,917,Wodyetia bifurcata A.K.Irvine,Wodyetia,1,9,LR/cd,652
tiny_plantnet300k/346/b03b5cfa3694a8e9ce49a8805460c60c1ae36a43.jpg,9,346,Nothofagus obliqua (Mirb.) Oerst.,Nothofagus,7,134,LC,653
tiny_plantnet300k/635/f74ef83791ec4b49d566c12930760569299db550.jpg,9,635,Eranthemum pulchellum Andrews,Eranthemum,1,9,Not assessed,654
tiny_plantnet300k/796/67a3797ad28495af7d941666f2667af40d7d492f.jpg,9,796,Hypericum frondosum Michx.,Hypericum,37,11946,Not assessed,655
tiny_plantnet300k/772/d479ccf23c07ecd5de59180b7b60529a11ded51f.jpg,9,772,Mertensia ciliata (E.James ex Torr.) G.Don,Mertensia,4,188,Not assessed,656
tiny_plantnet300k/37/ca0437d1090663196836528cc3a6494b98baa53a.jpg,9,37,Carthamus caeruleus L.,Carthamus,4,298,Not assessed,657
tiny_plantnet300k/639/334574a2df68f01d77a677740580bd3817409dca.jpg,9,639,Faujasia salicifolia (Juss. ex Pers.) C.Jeffrey,Faujasia,1,9,Not assessed,658
tiny_plantnet300k/715/3dfacb042248fe1637f173dbafae5e295562ef9a.jpg,9,715,Hypericum kalmianum L.,Hypericum,37,11946,Not assessed,659
tiny_plantnet300k/573/ed48352230f96c7784fa7625fbec51cbbd158ab9.jpg,9,573,Lavandula dentata nan,Lavandula,10,5453,Not assessed,660
tiny_plantnet300k/941/26581a564042b4e453a4d00327496e182f11e3e9.jpg,9,941,Sedum furfuraceum Moran,Sedum,49,10171,Not assessed,661
tiny_plantnet300k/747/43fa50b1d8db109b48405729818f961ed2fc042a.jpg,9,747,Sedum lanceolatum Torr.,Sedum,49,10171,Not assessed,662
tiny_plantnet300k/832/f41ecb93a167d5e0adb4642a8bdd5664b121757f.jpg,9,832,Mazus pumilus (Burm.f.) Steenis,Mazus,1,9,Not assessed,663
tiny_plantnet300k/936/f0b04e6e343084c8afc3d2a89a15403c05fe16d3.jpg,9,936,Sedum allantoides Rose,Sedum,49,10171,Not assessed,664
tiny_plantnet300k/880/4a801751be98c35ffc571514499eaf0354db8fdb.jpg,9,880,Brodiaea elegans Hoover,Brodiaea,1,9,Not assessed,665
