idx_new,new_full_species,key_to_merge,n_repeat,new_author,new_species,new_epithet,Unmatched_terms,new_genus,iucn_status
655,Phyllanthus phillyreifolius Poir.,['1408509'],1,Poir.,Phyllanthus phillyreifolius,phillyreifolius,,Phyllanthus,Not assessed
656,Pongamia pinnata (L.) Pierre,['1408557'],1,(L.) Pierre,Pongamia pinnata,pinnata,,Pongamia,LC
657,Acacia podalyriifolia A.Cunn. ex G.Don,"['1408594', '1568799']",2,A.Cunn. ex G.Don,Acacia podalyriifolia,podalyriifolia,,Acacia,LC
658,Acalypha integrifolia Willd.,['1408718'],1,Willd.,Acalypha integrifolia,integrifolia,,Acalypha,Not assessed
659,Stemodia verticillata (Mill.) Hassl.,['1408727'],1,(Mill.) Hassl.,Stemodia verticillata,verticillata,,Stemodia,Not assessed
660,Seriphium passerinoides Lam.,['1408734'],1,Lam.,Seriphium passerinoides,passerinoides,,Seriphium,Not assessed
661,Strongylodon macrobotrys A.Gray,['1408738'],1,A.Gray,Strongylodon macrobotrys,macrobotrys,,Strongylodon,Not assessed
662,Trimezia martinicensis (Jacq.) Herb.,['1408788'],1,(Jacq.) Herb.,Trimezia martinicensis,martinicensis,,Trimezia,Not assessed
663,Vangueria madagascariensis J.F.Gmel.,['1408810'],1,J.F.Gmel.,Vangueria madagascariensis,madagascariensis,,Vangueria,LC
664,Vepris lanceolata (Lam.) G.Don,['1408812'],1,(Lam.) G.Don,Vepris lanceolata,lanceolata,,Vepris,Not assessed
665,Zaleya pentandra (L.) C.Jeffrey,['1408845'],1,(L.) C.Jeffrey,Zaleya pentandra,pentandra,,Zaleya,Not assessed
666,Cereus repandus (L.) Mill.,['1408869'],1,(L.) Mill.,Cereus repandus,repandus,,Cereus,LC
667,Bismarckia nobilis Hildebrandt & H.Wendl.,['1408874'],1,Hildebrandt & H.Wendl.,Bismarckia nobilis,nobilis,,Bismarckia,LC
668,Vachellia nilotica (L.) P.J.H.Hurter & Mabb.,['1408953'],1,(L.) P.J.H.Hurter & Mabb.,Vachellia nilotica,nilotica,,Vachellia,LC
669,Heptapleurum arboricola Hayata,['1408961'],1,Hayata,Heptapleurum arboricola,arboricola,,Heptapleurum,Not assessed
670,Fragaria chiloensis (L.) Mill.,['1408979'],1,(L.) Mill.,Fragaria chiloensis,chiloensis,,Fragaria,Not assessed
671,Aphelandra squarrosa Nees,['1409185'],1,Nees,Aphelandra squarrosa,squarrosa,,Aphelandra,Not assessed
672,Pereskia aculeata Mill.,['1409195'],1,Mill.,Pereskia aculeata,aculeata,,Pereskia,LC
673,Peperomia argyraea W.Bull,"['1409214', '1419923']",2,W.Bull,Peperomia argyraea,argyreia,,Peperomia,Not assessed
674,Peperomia caperata Yunck.,['1409215'],1,Yunck.,Peperomia caperata,caperata,,Peperomia,Not assessed
675,Anthurium andraeanum Linden ex André,['1409238'],1,Linden ex André,Anthurium andraeanum,andraeanum,,Anthurium,Not assessed
676,Anthurium scherzerianum Schott,['1409239'],1,Schott,Anthurium scherzerianum,scherzerianum,,Anthurium,Not assessed
677,Zamia furfuracea L.f. ex Aiton,"['1409283', '1420896']",2,L.f. ex Aiton,Zamia furfuracea,furfuracea,,Zamia,EN
678,Dendrobium nobile Lindl.,['1409292'],1,Lindl.,Dendrobium nobile,nobile,,Dendrobium,Not assessed
679,Nandina domestica Thunb.,['1409295'],1,Thunb.,Nandina domestica,domestica,,Nandina,Not assessed
680,Falcataria falcata (L.) Greuter & R.Rankin,['1409299'],1,(L.) Greuter & R.Rankin,Falcataria falcata,moluccana,,Falcataria,LC
681,Vachellia tortuosa (L.) Seigler & Ebinger,['1409328'],1,(L.) Seigler & Ebinger,Vachellia tortuosa,tortuosa,,Vachellia,LC
682,Bourreria succulenta Jacq.,['1409407'],1,Jacq.,Bourreria succulenta,succulenta,,Bourreria,LC
683,Crotalaria brevidens Benth.,['1409521'],1,Benth.,Crotalaria brevidens,brevidens,,Crotalaria,Not assessed
684,Crotalaria pumila Ortega,['1409525'],1,Ortega,Crotalaria pumila,pumila,,Crotalaria,LC
685,Dendrobium chrysotoxum Lindl.,['1409550'],1,Lindl.,Dendrobium chrysotoxum,chrysotoxum,,Dendrobium,Not assessed
686,Dendrobium crumenatum Sw.,['1409551'],1,Sw.,Dendrobium crumenatum,crumenatum,,Dendrobium,Not assessed
687,Dendrobium moschatum (Banks) Sw.,['1409552'],1,(Banks) Sw.,Dendrobium moschatum,moschatum,,Dendrobium,Not assessed
688,Entada gigas (L.) Fawc. & Rendle,['1409586'],1,(L.) Fawc. & Rendle,Entada gigas,gigas,,Entada,Not assessed
689,Fittonia albivenis (Lindl. ex Veitch) Brummitt,"['1409642', '1418146']",2,(Lindl. ex Veitch) Brummitt,Fittonia albivenis,albivenis,,Fittonia,Not assessed
690,Illicium verum Hook.f.,['1409705'],1,Hook.f.,Illicium verum,verum,,Illicium,Not assessed
691,Lactuca floridana (L.) Gaertn.,['1409746'],1,(L.) Gaertn.,Lactuca floridana,floridana,,Lactuca,Not assessed
692,Mussaenda pubescens Dryand.,['1409824'],1,Dryand.,Mussaenda pubescens,pubescens,,Mussaenda,Not assessed
693,Neolamarckia cadamba (Roxb.) Bosser,['1409834'],1,(Roxb.) Bosser,Neolamarckia cadamba,cadamba,,Neolamarckia,Not assessed
694,Nymphaea ampla (Salisb.) DC.,['1409839'],1,(Salisb.) DC.,Nymphaea ampla,ampla,,Nymphaea,Not assessed
695,Phyllanthus epiphyllanthus L.,['1409918'],1,L.,Phyllanthus epiphyllanthus,epiphyllanthus,,Phyllanthus,LC
696,Phyllanthus mimosoides Sw.,['1409919'],1,Sw.,Phyllanthus mimosoides,mimosoides,,Phyllanthus,Not assessed
697,Pilosocereus polygonus (Lam.) Byles & G.D.Rowley,['1409932'],1,(Lam.) Byles & G.D.Rowley,Pilosocereus polygonus,royenii,,Pilosocereus,LC
698,Selenicereus anthonyanus (Alexander) D.R.Hunt,"['1410024', '1488171']",2,(Alexander) D.R.Hunt,Selenicereus anthonyanus,anthonyanus,,Selenicereus,LC
699,Selenicereus grandiflorus (L.) Britton & Rose,['1410025'],1,(L.) Britton & Rose,Selenicereus grandiflorus,grandiflorus,,Selenicereus,LC
700,Zamia pumila L.,['1410147'],1,L.,Zamia pumila,pumila,,Zamia,VU
701,Acalypha alopecuroidea Jacq.,['1410168'],1,Jacq.,Acalypha alopecuroidea,aristata,,Acalypha,Not assessed
702,Epilobium latifolium L.,['1411423'],1,L.,Epilobium latifolium,latifolium,,Epilobium,LC
703,Cirsium discolor (Muhl. ex Willd.) Spreng.,['1411462'],1,(Muhl. ex Willd.) Spreng.,Cirsium discolor,discolor,,Cirsium,Not assessed
704,Cirsium foliosum DC.,['1411466'],1,DC.,Cirsium foliosum,foliosum,,Cirsium,Not assessed
705,Cirsium muticum Michx.,['1411469'],1,Michx.,Cirsium muticum,muticum,,Cirsium,Not assessed
706,Cirsium undulatum Spreng.,['1411472'],1,Spreng.,Cirsium undulatum,undulatum,,Cirsium,Not assessed
707,Comptonia peregrina (L.) Coult.,['1411520'],1,(L.) Coult.,Comptonia peregrina,peregrina,,Comptonia,Not assessed
708,Conoclinium coelestinum DC.,['1411524'],1,DC.,Conoclinium coelestinum,coelestinum,,Conoclinium,Not assessed
709,Dalea purpurea Vent.,['1411687'],1,Vent.,Dalea purpurea,purpurea,,Dalea,Not assessed
710,Daucus pusillus Michx.,['1411700'],1,Michx.,Daucus pusillus,pusillus,,Daucus,LC
711,Diervilla lonicera Mill.,['1411760'],1,Mill.,Diervilla lonicera,lonicera,,Diervilla,Not assessed
712,Dryopteris intermedia A.Gray,['1411832'],1,A.Gray,Dryopteris intermedia,intermedia,,Dryopteris,LC
713,Dryopteris marginalis (L.) A.Gray,['1411833'],1,(L.) A.Gray,Dryopteris marginalis,marginalis,,Dryopteris,Not assessed
714,Epipactis gigantea Douglas,['1411925'],1,Douglas,Epipactis gigantea,gigantea,,Epipactis,LC
715,Hypericum kalmianum L.,['1412311'],1,L.,Hypericum kalmianum,kalmianum,,Hypericum,Not assessed
716,Hypericum prolificum L.,['1412313'],1,L.,Hypericum prolificum,prolificum,,Hypericum,Not assessed
717,Hypericum punctatum Lam.,['1412314'],1,Lam.,Hypericum punctatum,punctatum,,Hypericum,Not assessed
718,Anemonastrum canadense (L.) Mosyakin,['1412337'],1,(L.) Mosyakin,Anemonastrum canadense,canadensis,,Anemonastrum,Not assessed
719,Iva frutescens L.,['1412344'],1,L.,Iva frutescens,frutescens,,Iva,Not assessed
720,Anemone multifida Poir.,['1412368'],1,Poir.,Anemone multifida,multifida,,Anemone,Not assessed
721,Anemone virginiana L.,['1412410'],1,L.,Anemone virginiana,virginiana,,Anemone,Not assessed
722,Lactuca biennis (Moench) Fernald,['1412412'],1,(Moench) Fernald,Lactuca biennis,biennis,,Lactuca,Not assessed
723,Lactuca canadensis L.,['1412413'],1,L.,Lactuca canadensis,canadensis,,Lactuca,Not assessed
724,Leersia virginica Willd.,['1412444'],1,Willd.,Leersia virginica,virginica,,Leersia,LC
725,Angelica lucida L.,['1412445'],1,L.,Angelica lucida,lucida,,Angelica,Not assessed
726,Lupinus argenteus Pursh,['1412595'],1,Pursh,Lupinus argenteus,argenteus,,Lupinus,LC
727,Lupinus bicolor Lindl.,['1412596'],1,Lindl.,Lupinus bicolor,bicolor,,Lupinus,Not assessed
728,Maianthemum canadense Desf.,['1412659'],1,Desf.,Maianthemum canadense,canadense,,Maianthemum,Not assessed
729,Maianthemum racemosum (L.) Link,['1412661'],1,(L.) Link,Maianthemum racemosum,racemosum,,Maianthemum,Not assessed
730,Maianthemum stellatum (L.) Link,['1412662'],1,(L.) Link,Maianthemum stellatum,stellatum,,Maianthemum,Not assessed
731,Maianthemum trifolium (L.) Sloboda,['1412663'],1,(L.) Sloboda,Maianthemum trifolium,trifolium,,Maianthemum,Not assessed
732,Mertensia maritima (L.) Gray,['1412697'],1,(L.) Gray,Mertensia maritima,maritima,,Mertensia,Not assessed
733,Mertensia paniculata (Aiton) G.Don,['1412698'],1,(Aiton) G.Don,Mertensia paniculata,paniculata,,Mertensia,Not assessed
734,Mertensia virginica (L.) Pers. ex Link,['1412699'],1,(L.) Pers. ex Link,Mertensia virginica,virginica,,Mertensia,Not assessed
735,Mitella diphylla L.,['1412740'],1,L.,Mitella diphylla,diphylla,,Mitella,Not assessed
736,Moehringia lateriflora (L.) Fenzl,['1412745'],1,(L.) Fenzl,Moehringia lateriflora,lateriflora,,Moehringia,LC
737,Nymphaea mexicana Zucc.,['1412831'],1,Zucc.,Nymphaea mexicana,mexicana,,Nymphaea,Not assessed
738,Nymphaea odorata Aiton,['1412833'],1,Aiton,Nymphaea odorata,odorata,,Nymphaea,LC
739,Nymphaea tetragona Georgi,['1412834'],1,Georgi,Nymphaea tetragona,tetragona,,Nymphaea,LC
740,Osmundastrum cinnamomeum (L.) C.Presl,['1412888'],1,(L.) C.Presl,Osmundastrum cinnamomeum,cinnamomea,,Osmundastrum,Not assessed
741,Osmunda claytoniana L.,['1412889'],1,L.,Osmunda claytoniana,claytoniana,,Osmunda,Not assessed
742,"Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso",['1412946'],1,"(L.) Banfi, Bartolucci, J.-M.Tison & Galasso",Oreomecon nudicaulis,nudicaule,,Oreomecon,Not assessed
743,Aralia hispida Vent.,['1412992'],1,Vent.,Aralia hispida,hispida,,Aralia,Not assessed
744,Aralia nudicaulis L.,['1413002'],1,L.,Aralia nudicaulis,nudicaulis,,Aralia,Not assessed
745,Aralia racemosa L.,['1413013'],1,L.,Aralia racemosa,racemosa,,Aralia,Not assessed
746,Sedum divergens S.Watson,['1413751'],1,S.Watson,Sedum divergens,divergens,,Sedum,Not assessed
747,Sedum lanceolatum Torr.,['1413752'],1,Torr.,Sedum lanceolatum,lanceolatum,,Sedum,Not assessed
748,Sedum oreganum Nutt.,['1413753'],1,Nutt.,Sedum oreganum,oreganum,,Sedum,Not assessed
749,Sedum spathulifolium Hook.,['1413755'],1,Hook.,Sedum spathulifolium,spathulifolium,,Sedum,Not assessed
750,Sedum ternatum Michx.,['1413757'],1,Michx.,Sedum ternatum,ternatum,,Sedum,Not assessed
751,Smilax herbacea L.,['1413832'],1,L.,Smilax herbacea,herbacea,,Smilax,Not assessed
752,Smilax tamnoides L.,['1413835'],1,L.,Smilax tamnoides,tamnoides,,Smilax,Not assessed
753,Tradescantia occidentalis (Britton) Smyth,['1414057'],1,(Britton) Smyth,Tradescantia occidentalis,occidentalis,,Tradescantia,LC
754,Tradescantia ohiensis Raf.,['1414058'],1,Raf.,Tradescantia ohiensis,ohiensis,,Tradescantia,Not assessed
755,Wyethia sagittata (Pursh) Mabb.,['1414272'],1,(Pursh) Mabb.,Wyethia sagittata,sagittata,,Wyethia,Not assessed
756,Barbarea orthoceras Ledeb.,['1414275'],1,Ledeb.,Barbarea orthoceras,orthoceras,,Barbarea,Not assessed
757,Calochortus macrocarpus Douglas,['1414397'],1,Douglas,Calochortus macrocarpus,macrocarpus,,Calochortus,Not assessed
758,Entada phaseoloides (L.) Merr.,['1414746'],1,(L.) Merr.,Entada phaseoloides,phaseoloides,,Entada,Not assessed
759,Cerbera manghas L.,['1414808'],1,L.,Cerbera manghas,manghas,,Cerbera,LC
760,Hernandia cordigera Vieill.,['1414903'],1,Vieill.,Hernandia cordigera,cordigera,,Hernandia,LC
761,Acacia simplex (Sparrm.) Pedley,['1414924'],1,(Sparrm.) Pedley,Acacia simplex,simplex,,Acacia,LC
762,Dubouzetia confusa Guillaumin & Virot,['1415584'],1,Guillaumin & Virot,Dubouzetia confusa,confusa,,Dubouzetia,LC
763,Dubouzetia campanulata Pancher ex Brongn. & Gris,['1415593'],1,Pancher ex Brongn. & Gris,Dubouzetia campanulata,campanulata,,Dubouzetia,LC
764,Acacia spirorbis Labill.,['1415911'],1,Labill.,Acacia spirorbis,spirorbis,,Acacia,LC
765,Atractocarpus platixylon (Vieill. ex Pancher & Sebert) Guillaumin,['1416420'],1,(Vieill. ex Pancher & Sebert) Guillaumin,Atractocarpus platixylon,platixylon,,Atractocarpus,Not assessed
766,Nepenthes vieillardii Hook.f.,['1416509'],1,Hook.f.,Nepenthes vieillardii,vieillardii,,Nepenthes,LC
767,Dendrobium closterium Rchb.f.,['1417117'],1,Rchb.f.,Dendrobium closterium,closterium,,Dendrobium,LC
768,Dracophyllum verticillatum Labill.,['1417506'],1,Labill.,Dracophyllum verticillatum,verticillatum,,Dracophyllum,LC
769,Schefflera spp.,['1417546'],1,J.R.Forst. & G.Forst.,Schefflera spp.,,spp.,Schefflera,Not assessed
770,Tagetes lucida Cav.,['1417900'],1,Cav.,Tagetes lucida,lucida,,Tagetes,Not assessed
771,Athyrium niponicum (Mett.) Hance,['1417916'],1,(Mett.) Hance,Athyrium niponicum,niponicum,,Athyrium,Not assessed
772,Mertensia ciliata (E.James ex Torr.) G.Don,['1418033'],1,(E.James ex Torr.) G.Don,Mertensia ciliata,ciliata,,Mertensia,Not assessed
773,Lithops fulviceps (N.E.Br.) N.E.Br.,['1418061'],1,(N.E.Br.) N.E.Br.,Lithops fulviceps,fulviceps,,Lithops,LC
774,Lithops karasmontana (Dinter & Schwantes) N.E.Br.,['1418084'],1,(Dinter & Schwantes) N.E.Br.,Lithops karasmontana,karasmontana,,Lithops,Not assessed
775,Lithops marmorata (N.E.Br.) N.E.Br.,['1418102'],1,(N.E.Br.) N.E.Br.,Lithops marmorata,marmorata,,Lithops,Not assessed
776,Lithops pseudotruncatella (A.Berger) N.E.Br.,['1418140'],1,(A.Berger) N.E.Br.,Lithops pseudotruncatella,pseudotruncatella,,Lithops,Not assessed
777,Lithops spp.,['1418191'],1,N.E.Br.,Lithops spp.,,spp.,Lithops,Not assessed
778,Cereus hildmannianus K.Schum.,['1418192'],1,K.Schum.,Cereus hildmannianus,hildmannianus,,Cereus,LC
779,Cephalocereus polylophus (DC.) Britton & Rose,['1418295'],1,(DC.) Britton & Rose,Cephalocereus polylophus,polylopha,,Cephalocereus,Not assessed
780,Calycanthus occidentalis Hook. & Arn.,['1418345'],1,Hook. & Arn.,Calycanthus occidentalis,occidentalis,,Calycanthus,Not assessed
781,Tradescantia subaspera Ker Gawl.,['1418475'],1,Ker Gawl.,Tradescantia subaspera,subaspera,,Tradescantia,Not assessed
782,Sedum lineare Thunb.,['1418546'],1,Thunb.,Sedum lineare,lineare,,Sedum,Not assessed
783,Sedum morganianum E.Walther,['1418547'],1,E.Walther,Sedum morganianum,morganianum,,Sedum,Not assessed
784,Cucurbita foetidissima Kunth,['1418563'],1,Kunth,Cucurbita foetidissima,foetidissima,,Cucurbita,LC
785,Eucryphia cordifolia Cav.,['1418576'],1,Cav.,Eucryphia cordifolia,cordifolia,,Eucryphia,LR/nt
786,Dryopteris cycadina (Franch. & Sav.) C.Chr.,['1418653'],1,(Franch. & Sav.) C.Chr.,Dryopteris cycadina,cycadina,,Dryopteris,Not assessed
787,Dryopteris sieboldii (T.Moore) Kuntze,['1418659'],1,(T.Moore) Kuntze,Dryopteris sieboldii,sieboldii,,Dryopteris,Not assessed
788,Rumohra adiantiformis (G.Forst.) Ching,['1418665'],1,(G.Forst.) Ching,Rumohra adiantiformis,adiantiformis,,Rumohra,LC
789,Oxydendrum arboreum (L.) DC.,['1418732'],1,(L.) DC.,Oxydendrum arboreum,arboreum,,Oxydendrum,LC
790,Lupinus albifrons Benth.,['1418984'],1,Benth.,Lupinus albifrons,albifrons,,Lupinus,Not assessed
791,Lycoris radiata (L'Hér.) Herb.,['1419077'],1,(L'Hér.) Herb.,Lycoris radiata,radiata,,Lycoris,Not assessed
792,Garrya elliptica Douglas ex Lindl.,['1419086'],1,Douglas ex Lindl.,Garrya elliptica,elliptica,,Garrya,LC
793,Lycoris squamigera Maxim.,['1419091'],1,Maxim.,Lycoris squamigera,squamigera,,Lycoris,Not assessed
794,Pelargonium crispum (P.J.Bergius) L'Hér.,['1419112'],1,(P.J.Bergius) L'Hér.,Pelargonium crispum,crispum,,Pelargonium,Not assessed
795,Loropetalum chinense (R.Br.) Oliv.,['1419173'],1,(R.Br.) Oliv.,Loropetalum chinense,chinense,,Loropetalum,Not assessed
796,Hypericum frondosum Michx.,['1419197'],1,Michx.,Hypericum frondosum,frondosum,,Hypericum,Not assessed
797,Liriope muscari (Decne.) L.H.Bailey,"['1419334', '1434011']",2,(Decne.) L.H.Bailey,Liriope muscari,muscari,,Liriope,Not assessed
798,Nothofagus alpina (Poepp. & Endl.) Oerst.,['1419595'],1,(Poepp. & Endl.) Oerst.,Nothofagus alpina,alpina,,Nothofagus,LC
799,Nothofagus pumilio (Poepp. & Endl.) Krasser,['1419598'],1,(Poepp. & Endl.) Krasser,Nothofagus pumilio,pumilio,,Nothofagus,LC
800,Abeliophyllum distichum Nakai,['1419612'],1,Nakai,Abeliophyllum distichum,distichum,,Abeliophyllum,EN
801,Dendrobium aphyllum (Roxb.) C.E.C.Fisch.,['1419713'],1,(Roxb.) C.E.C.Fisch.,Dendrobium aphyllum,aphyllum,,Dendrobium,LC
802,Dendrobium spp.,['1419720'],1,Sw.,Dendrobium spp.,,spp.,Dendrobium,Not assessed
803,Heteromorpha arborescens (Spreng.) Cham. & Schltdl.,['1419864'],1,(Spreng.) Cham. & Schltdl.,Heteromorpha arborescens,arborescens,,Heteromorpha,LC
804,Lapageria rosea Ruiz & Pav.,['1419874'],1,Ruiz & Pav.,Lapageria rosea,rosea,,Lapageria,Not assessed
805,Peperomia dolabriformis Kunth,['1419924'],1,Kunth,Peperomia dolabriformis,dolabriformis,,Peperomia,Not assessed
806,Veronica x franciscana Eastw.,['1419942'],1,Eastw.,Veronica x franciscana,franciscana,,Veronica,Not assessed
807,Maurandya barclayana Lindl.,['1419949'],1,Lindl.,Maurandya barclayana,barclayana,,Maurandya,Not assessed
808,Pulsatilla patens (L.) Mill.,['1420288'],1,(L.) Mill.,Pulsatilla patens,patens,,Pulsatilla,DD
809,Fragaria virginiana Mill.,['1420364'],1,Mill.,Fragaria virginiana,virginiana,,Fragaria,Not assessed
810,Limonia acidissima L.,['1420544'],1,L.,Limonia acidissima,acidissima,,Limonia,Not assessed
811,Illicium floridanum J.Ellis,['1420653'],1,J.Ellis,Illicium floridanum,floridanum,,Illicium,LC
812,Browallia speciosa Hook.,['1420700'],1,Hook.,Browallia speciosa,speciosa,,Browallia,Not assessed
813,Alocasia cuprea (K.Koch & C.D.Bouché) K.Koch,['1420767'],1,(K.Koch & C.D.Bouché) K.Koch,Alocasia cuprea,cuprea,,Alocasia,Not assessed
814,Alocasia micholitziana Sander,['1420781'],1,Sander,Alocasia micholitziana,micholitziana,,Alocasia,Not assessed
815,Alocasia odora (G.Lodd.) Spach,['1420787'],1,(G.Lodd.) Spach,Alocasia odora,odora,,Alocasia,LC
816,Daphne odora Thunb.,['1420792'],1,Thunb.,Daphne odora,odora,,Daphne,Not assessed
817,Alocasia sanderiana W.Bull,['1420795'],1,W.Bull,Alocasia sanderiana,sanderiana,,Alocasia,CR
818,Daphne tangutica Maxim.,['1420796'],1,Maxim.,Daphne tangutica,tangutica,,Daphne,Not assessed
819,Guaiacum sanctum L.,['1420929'],1,L.,Guaiacum sanctum,sanctum,,Guaiacum,NT
820,Nepenthes spp.,['1420931'],1,L.,Nepenthes spp.,,spp.,Nepenthes,Not assessed
821,Pelargonium spp.,['1421001'],1,L'Hér. ex Aiton,Pelargonium spp.,,spp.,Pelargonium,Not assessed
822,Aphelandra sinclairiana Nees,['1421026'],1,Nees,Aphelandra sinclairiana,sinclairiana,,Aphelandra,Not assessed
823,Acacia confusa Merr.,['1421386'],1,Merr.,Acacia confusa,confusa,,Acacia,LC
824,Acacia koa A.Gray,['1421523'],1,A.Gray,Acacia koa,koaia,,Acacia,VU
825,Nephrolepis falcata (Cav.) C.Chr.,['1421628'],1,(Cav.) C.Chr.,Nephrolepis falcata,falcata,,Nephrolepis,Not assessed
826,Calodendrum capense (L.f.) Thunb.,['1422636'],1,(L.f.) Thunb.,Calodendrum capense,capense,,Calodendrum,LC
827,Pelargonium grandiflorum Willd.,['1422712'],1,Willd.,Pelargonium grandiflorum,grandiflorum,,Pelargonium,Not assessed
828,Hypericum revolutum Vahl,['1422721'],1,Vahl,Hypericum revolutum,revolutum,,Hypericum,LC
829,Maytenus boaria Molina,['1423469'],1,Molina,Maytenus boaria,boaria,,Maytenus,LC
830,Melampodium perfoliatum (Cav.) Kunth,['1423633'],1,(Cav.) Kunth,Melampodium perfoliatum,perfoliatum,,Melampodium,Not assessed
831,Hernandia nymphaeifolia (C.Presl) Kubitzki,['1423932'],1,(C.Presl) Kubitzki,Hernandia nymphaeifolia,nymphaeifolia,,Hernandia,LC
832,Mazus pumilus (Burm.f.) Steenis,"['1424003', '1434584']",2,(Burm.f.) Steenis,Mazus pumilus,pumilus,,Mazus,Not assessed
833,Melampodium divaricatum (Rich.) DC.,"['1424005', '1514627']",2,(Rich.) DC.,Melampodium divaricatum,divaricatum,,Melampodium,Not assessed
834,Breynia vitis-idaea (Burm.f.) C.E.C.Fisch.,['1424377'],1,(Burm.f.) C.E.C.Fisch.,Breynia vitis-idaea,vitis-idaea,,Breynia,LC
835,Prosopis farcta (Banks & Sol.) J.F.Macbr.,['1425433'],1,(Banks & Sol.) J.F.Macbr.,Prosopis farcta,farcta,,Prosopis,LC
836,Vachellia farnesiana (L.) Wight & Arn.,['1425899'],1,(L.) Wight & Arn.,Vachellia farnesiana,farnesiana,,Vachellia,LC
837,Freycinetia cumingiana Gaudich.,['1427043'],1,Gaudich.,Freycinetia cumingiana,cumingiana,,Freycinetia,Not assessed
838,Crotalaria laburnifolia L.,['1427659'],1,L.,Crotalaria laburnifolia,laburnifolia,,Crotalaria,Not assessed
839,Dalbergia sissoo Roxb. ex DC.,['1427821'],1,Roxb. ex DC.,Dalbergia sissoo,sissoo,,Dalbergia,LC
840,Dischidia nummularia R.Br.,['1428059'],1,R.Br.,Dischidia nummularia,nummularia,,Dischidia,Not assessed
841,Heptapleurum heptaphyllum (L.) Y.F.Deng,['1430280'],1,(L.) Y.F.Deng,Heptapleurum heptaphyllum,heptaphylla,,Heptapleurum,Not assessed
842,Schinopsis balansae Engl.,['1430287'],1,Engl.,Schinopsis balansae,balansae,,Schinopsis,LR/lc
843,Smilax china L.,['1430515'],1,L.,Smilax china,china,,Smilax,Not assessed
844,Barringtonia acutangula (L.) Gaertn.,['1431222'],1,(L.) Gaertn.,Barringtonia acutangula,acutangula,,Barringtonia,LC
845,Maerua triphylla A.Rich.,['1431925'],1,A.Rich.,Maerua triphylla,triphylla,,Maerua,LC
846,Asystasia mysorensis (Roth) T.Anderson,['1432545'],1,(Roth) T.Anderson,Asystasia mysorensis,mysorensis,,Asystasia,Not assessed
847,Herbertia lahue (Molina) Goldblatt,['1432824'],1,(Molina) Goldblatt,Herbertia lahue,lahue,,Herbertia,Not assessed
848,Hypericum hypericoides (L.) Crantz,['1433158'],1,(L.) Crantz,Hypericum hypericoides,hypericoides,,Hypericum,LC
849,Hypericum tetrapetalum Lam.,['1433176'],1,Lam.,Hypericum tetrapetalum,tetrapetalum,,Hypericum,Not assessed
850,Keckiella cordifolia (Benth.) Straw,['1433496'],1,(Benth.) Straw,Keckiella cordifolia,cordifolia,,Keckiella,Not assessed
851,Lupinus chamissonis Eschsch.,['1434232'],1,Eschsch.,Lupinus chamissonis,chamissonis,,Lupinus,Not assessed
852,Lupinus diffusus Nutt.,['1434249'],1,Nutt.,Lupinus diffusus,diffusus,,Lupinus,LC
853,Lupinus formosus Greene,['1434258'],1,Greene,Lupinus formosus,formosus,,Lupinus,Not assessed
854,Lupinus hirsutissimus Benth.,['1434267'],1,Benth.,Lupinus hirsutissimus,hirsutissimus,,Lupinus,Not assessed
855,Lupinus subcarnosus Hook.,['1434320'],1,Hook.,Lupinus subcarnosus,subcarnosus,,Lupinus,Not assessed
856,Lupinus texensis Hook.,['1434326'],1,Hook.,Lupinus texensis,texensis,,Lupinus,LC
857,Lyonothamnus floribundus A.Gray,['1434383'],1,A.Gray,Lyonothamnus floribundus,floribundus,,Lyonothamnus,EN
858,Melampodium leucanthum Torr. & A.Gray,['1434594'],1,Torr. & A.Gray,Melampodium leucanthum,leucanthum,,Melampodium,Not assessed
859,Aralia californica S.Watson,['1435225'],1,S.Watson,Aralia californica,californica,,Aralia,Not assessed
860,Nyctaginia capitata Choisy,['1435228'],1,Choisy,Nyctaginia capitata,capitata,,Nyctaginia,Not assessed
861,Aralia spinosa L.,['1435260'],1,L.,Aralia spinosa,spinosa,,Aralia,LC
862,Pelargonium panduriforme Eckl. & Zeyh.,['1435709'],1,Eckl. & Zeyh.,Pelargonium panduriforme,panduriforme,,Pelargonium,Not assessed
863,Neltuma glandulosa (Torr.) Britton & Rose,['1436922'],1,(Torr.) Britton & Rose,Neltuma glandulosa,glandulosa,,Neltuma,LC
864,Strombocarpa pubescens (Benth.) A.Gray,['1436923'],1,(Benth.) A.Gray,Strombocarpa pubescens,pubescens,,Strombocarpa,LC
865,Sagittaria montevidensis Cham. & Schltdl.,['1437724'],1,Cham. & Schltdl.,Sagittaria montevidensis,montevidensis,,Sagittaria,Not assessed
866,Sedum albomarginatum R.T.Clausen,['1438033'],1,R.T.Clausen,Sedum albomarginatum,albomarginatum,,Sedum,Not assessed
867,Sedum glaucophyllum R.T.Clausen,['1438041'],1,R.T.Clausen,Sedum glaucophyllum,glaucophyllum,,Sedum,Not assessed
868,Sedum laxum (Britton) A.Berger,['1438043'],1,(Britton) A.Berger,Sedum laxum,laxum,,Sedum,Not assessed
869,Sedum moranense Kunth,['1438045'],1,Kunth,Sedum moranense,moranense,,Sedum,Not assessed
