"earn","ht_ft","ht_inches","sex","race","hisp","years_educ","year_of_birth","height_in_inches"
7000,5,4,"female","white","not",10,1951,64
7000,5,7,"male","white","not",10,1912,67
30000,5,8,"male","white","not",11,1958,68
3000,5,6,"female","white","not",12,1966,66
20000,5,6,"female","white","not",14,1947,66
40000,5,6,"female","white","not",16,1931,66
10000,5,7,"male","white","not",12,1913,67
16000,5,6,"male","white","not",12,1953,66
11000,5,3,"female","white","not",9,1939,63
16000,5,8,"female","white","not",13,1947,68
18000,5,10,"male","white","not",12,1963,70
NA,5,6,"male","white","not",17,1923,66
12000,5,3,"female","white","not",16,1964,63
4000,5,10,"male","other","not",14,1969,70
60000,6,0,"male","white","not",12,1945,72
43000,6,3,"male","white","not",17,1950,75
31000,5,2,"female","white","not",14,1951,62
50000,5,8,"female","white","not",17,1951,68
27000,5,8,"female","white","not",14,1961,68
30000,5,10,"male","white","not",17,1934,70
12000,6,1,"male","other","not",13,1969,73
NA,5,6,"female","white","not",18,1955,66
NA,5,6,"male","white","not",18,1941,66
0,5,9,"female","white","not",16,1951,69
20000,5,2,"female","white","not",17,1960,62
NA,5,3,"female","other","not",7,1922,63
15000,5,0,"female","other","not",12,1914,60
25000,5,4,"female","other","not",16,1953,64
NA,5,8,"male","white","hisp",12,1969,68
2000,5,0,"female","white","hisp",6,1923,60
NA,5,0,"female","white","not",14,1922,60
3000,6,1,"male","white","hisp",15,1970,73
NA,5,4,"female","other","not",16,1950,64
110000,5,6,"female","other","not",18,1942,66
55000,5,9,"male","white","not",18,1919,69
58000,5,10,"male","white","not",18,1937,70
10000,5,10,"female","white","not",16,1954,70
19000,6,0,"male","white","not",12,1961,72
15000,5,1,"female","white","not",18,1908,61
8000,5,4,"female","white","not",12,1957,64
60000,6,0,"male","white","not",12,1940,72
NA,5,3,"female","other","not",14,1921,63
6000,5,8,"male","white","not",12,1963,68
